,firstname,lastname,title,birthplace,birthdate,deathday,fraktion,jobs,total_speeches,sessions_attended,Beifall_party,Beifall_person,Beifall_total,Beifall_person_other_party_speaker,Beifall_while_speaker,Beifall_per_speaker,Zwischenruf_party,Zwischenruf_person,Zwischenruf_total,Zwischenruf_person_other_party_speaker,Zwischenruf_while_speaker,Zwischenruf_per_speaker,Lachen_party,Lachen_person,Lachen_total,Lachen_person_other_party_speaker,Lachen_while_speaker,Lachen_per_speaker,Zuruf_party,Zuruf_person,Zuruf_total,Zuruf_person_other_party_speaker,Zuruf_while_speaker,Zuruf_per_speaker,Widerspruch_party,Widerspruch_person,Widerspruch_total,Widerspruch_person_other_party_speaker,Widerspruch_while_speaker,Widerspruch_per_speaker,Heiterkeit_party,Heiterkeit_person,Heiterkeit_total,Heiterkeit_person_other_party_speaker,Heiterkeit_while_speaker,Heiterkeit_per_speaker
11003527,maria,flachsbarth,Dr.,Lünen / Westfalen,02.06.1963,,0.0,"['Tierärztin', 'Parl. Staatssekretärin']",9,236,43849,2,43851,0,18,2.0,1171,1,1172,0,9,1.0,378,0,378,0,0,0.0,235,0,235,0,0,0.0,176,0,176,0,0,0.0,693,0,693,0,1,0.1111111111111111
11003530,otto,fricke,,Krefeld,21.11.1965,,3.0,['Rechtsanwalt'],62,239,27889,52,27941,0,359,5.790322580645161,1047,877,1924,0,304,4.903225806451613,309,3,312,3,5,0.08064516129032258,243,36,279,0,34,0.5483870967741935,106,1,107,0,2,0.03225806451612903,415,3,418,0,15,0.24193548387096775
11003534,eberhard,gienger,,Künzelsau,21.07.1951,,0.0,['Kaufmann'],6,230,42433,14,42447,0,25,4.166666666666667,1118,7,1125,0,6,1.0,367,0,367,0,0,0.0,231,1,232,0,0,0.0,169,0,169,0,0,0.0,669,0,669,0,1,0.16666666666666666
11003541,michael,grosse-broemer,,Oberhausen,12.10.1960,,0.0,"['Rechtsanwalt', 'Notar a. D.']",16,239,44253,59,44312,0,97,6.0625,1180,2000,3180,0,102,6.375,379,4,383,4,5,0.3125,239,24,263,0,12,0.75,176,0,176,0,5,0.3125,696,3,699,0,3,0.1875
11003542,markus,gruebel,,Esslingen am Neckar,15.10.1959,,0.0,['Notar'],12,237,43736,15,43751,0,46,3.8333333333333335,1167,29,1196,0,10,0.8333333333333334,378,0,378,0,1,0.08333333333333333,238,0,238,0,2,0.16666666666666666,175,0,175,0,0,0.0,690,0,690,0,0,0.0
11003544,olav,gutting,,Karlsruhe,14.10.1970,,0.0,"['Rechtsanwalt', 'Fachanwalt für Erbrecht']",27,228,42295,5,42300,0,187,6.925925925925926,1133,11,1144,0,158,5.851851851851852,357,0,357,0,1,0.037037037037037035,225,1,226,0,2,0.07407407407407407,172,0,172,0,3,0.1111111111111111,679,0,679,0,1,0.037037037037037035
11003545,bettina,hagedorn,,Kiel,26.12.1955,,1.0,['gelernte Goldschmiedin'],12,236,44607,2,44609,0,44,3.6666666666666665,1409,15,1424,0,26,2.1666666666666665,618,0,618,0,1,0.08333333333333333,580,0,580,0,6,0.5,276,0,276,0,0,0.0,584,1,585,0,1,0.08333333333333333
11003547,anja,hajduk,,Duisburg,08.06.1963,,2.0,"['Dipl.-Psychologin', 'Senatorin a. D.']",51,232,30617,29,30646,0,330,6.470588235294118,932,169,1101,0,169,3.3137254901960786,571,1,572,1,1,0.0196078431372549,679,9,688,0,7,0.13725490196078433,279,0,279,0,1,0.0196078431372549,337,3,340,0,1,0.0196078431372549
11003551,michael,hennrich,,Balingen,14.01.1965,,0.0,['Rechtsanwalt'],12,239,44253,1,44254,0,47,3.9166666666666665,1180,0,1180,0,31,2.5833333333333335,379,0,379,0,0,0.0,239,0,239,0,1,0.08333333333333333,176,0,176,0,1,0.08333333333333333,696,0,696,0,1,0.08333333333333333
11003556,gabriele,hiller-ohm,,Lübeck,28.02.1953,,1.0,['Redakteurin'],35,234,44269,44,44313,0,296,8.457142857142857,1410,84,1494,0,208,5.942857142857143,606,1,607,1,4,0.11428571428571428,584,5,589,0,3,0.08571428571428572,271,0,271,0,1,0.02857142857142857,586,0,586,0,8,0.22857142857142856
11003573,gunther,krichbaum,,Korntal,04.05.1964,,0.0,['Wirtschaftsjurist'],20,238,44127,24,44151,0,53,2.65,1175,98,1273,0,27,1.35,376,0,376,0,0,0.0,238,1,239,0,1,0.05,176,0,176,0,0,0.0,695,0,695,0,1,0.05
11003574,guenter,krings,Dr.,Rheydt,07.08.1969,,0.0,['Jurist'],24,236,43717,0,43717,0,66,2.75,1157,4,1161,0,29,1.2083333333333333,376,0,376,0,0,0.0,235,1,236,0,0,0.0,174,0,174,0,0,0.0,687,0,687,0,2,0.08333333333333333
11003576,renate,kuenast,,Recklinghausen,15.12.1955,,2.0,['Rechtsanwältin'],47,238,31329,35,31364,0,215,4.574468085106383,948,426,1374,0,86,1.8297872340425532,585,2,587,1,4,0.0851063829787234,693,53,746,0,9,0.19148936170212766,291,5,296,0,3,0.06382978723404255,369,0,369,0,4,0.0851063829787234
11003578,markus,kurth,,Bonn / Beuel,14.04.1966,,2.0,['Dipl. Politologe'],42,238,31574,33,31607,0,310,7.380952380952381,950,221,1171,0,191,4.5476190476190474,590,0,590,0,4,0.09523809523809523,696,24,720,0,13,0.30952380952380953,288,1,289,0,1,0.023809523809523808,372,1,373,0,16,0.38095238095238093
11003582,patricia,lips,,Mailand,21.12.1963,,0.0,['Handelsfachwirtin'],11,236,43751,1,43752,0,78,7.090909090909091,1167,0,1167,0,13,1.1818181818181819,368,0,368,0,0,0.0,239,0,239,0,3,0.2727272727272727,176,0,176,0,0,0.0,692,0,692,0,0,0.0
11003584,gesine,loetzsch,Dr.,Berlin,07.08.1961,,5.0,['Philologin'],107,237,29761,39,29800,0,979,9.149532710280374,1153,460,1613,0,306,2.8598130841121496,438,1,439,1,13,0.12149532710280374,668,17,685,0,26,0.24299065420560748,257,0,257,0,2,0.018691588785046728,231,2,233,0,9,0.08411214953271028
11003586,dorothee,mantel,,Bamberg,19.04.1978,,0.0,['Diplom-Politologin'],8,239,44253,0,44253,0,42,5.25,1180,0,1180,0,27,3.375,379,0,379,0,0,0.0,239,0,239,0,5,0.625,176,0,176,0,0,0.0,696,0,696,0,1,0.125
11003587,caren,marks,,Bad Pyrmont,25.09.1963,,1.0,"['Dipl.-Geographin', 'Parl. Staatssekretärin']",3,232,43671,0,43671,0,20,6.666666666666667,1367,0,1367,0,0,0.0,603,0,603,0,0,0.0,571,0,571,0,0,0.0,270,0,270,0,0,0.0,565,0,565,0,0,0.0
11003588,hilde,mattheis,,Finnentrop,06.10.1954,,1.0,['Hauptschullehrerin'],30,234,44286,17,44303,0,160,5.333333333333333,1417,14,1431,0,64,2.1333333333333333,611,4,615,4,2,0.06666666666666667,582,1,583,0,4,0.13333333333333333,277,0,277,0,1,0.03333333333333333,577,0,577,0,1,0.03333333333333333
11003589,stephan,mayer,,Burghausen,15.12.1973,,0.0,['Rechtsanwalt'],31,231,42319,0,42319,0,154,4.967741935483871,1127,5,1132,0,72,2.3225806451612905,366,0,366,0,1,0.03225806451612903,229,0,229,0,6,0.1935483870967742,171,0,171,0,1,0.03225806451612903,653,0,653,0,4,0.12903225806451613
11003596,marlene,mortler,,Lauf a. d. Pegnitz,16.10.1955,,0.0,"['Meisterin der ländlichen Hauswirtschaft', 'MdEP']",10,239,44253,2,44255,0,57,5.7,1180,5,1185,0,49,4.9,379,0,379,0,0,0.0,239,2,241,0,6,0.6,176,0,176,0,1,0.1,696,0,696,0,1,0.1
11003597,stefan,mueller,,Neustadt a. d. Aisch,03.09.1975,,0.0,['Bankfachwirt'],4,238,44217,11,44228,0,37,9.25,1179,347,1526,0,55,13.75,379,0,379,0,0,0.0,239,7,246,0,7,1.75,176,1,177,0,3,0.75,696,0,696,0,0,0.0
11003599,rolf,muetzenich,Dr.,Köln,25.06.1959,,1.0,['Dipl.-Politikwissenschaftler'],28,235,44434,5,44439,0,295,10.535714285714286,1411,13,1424,0,91,3.25,612,0,612,0,4,0.14285714285714285,589,2,591,0,12,0.42857142857142855,278,0,278,0,2,0.07142857142857142,576,0,576,0,0,0.0
11003602,georg,nuesslein,Dr.,Krumbach,10.04.1969,,,['Diplom Kaufmann'],36,215,0,22,22,0,232,6.444444444444445,0,118,118,0,260,7.222222222222222,0,0,0,0,3,0.08333333333333333,0,7,7,0,17,0.4722222222222222,0,0,0,0,3,0.08333333333333333,0,0,0,0,7,0.19444444444444445
11003604,friedrich,ostendorff,,Dortmund,12.01.1953,,2.0,['Landwirt'],29,216,28543,23,28566,0,159,5.482758620689655,855,43,898,0,49,1.6896551724137931,527,0,527,0,2,0.06896551724137931,627,0,627,0,7,0.2413793103448276,273,0,273,0,1,0.034482758620689655,353,0,353,0,4,0.13793103448275862
11003608,joachim,pfeiffer,Dr.,Mutlangen,25.04.1967,,0.0,['Diplom Kaufmann'],20,235,43542,6,43548,0,103,5.15,1166,87,1253,0,106,5.3,377,1,378,1,2,0.1,235,6,241,0,4,0.2,174,0,174,0,2,0.1,688,0,688,0,6,0.3
11003612,florian,pronold,,Passau,28.12.1972,,1.0,"['Rechtsanwalt', 'Parl. Staatssekretär']",17,229,43083,0,43083,0,70,4.117647058823529,1355,0,1355,0,66,3.8823529411764706,597,0,597,0,0,0.0,570,0,570,0,3,0.17647058823529413,275,0,275,0,0,0.0,561,0,561,0,5,0.29411764705882354
11003613,daniela,raab,,München,07.07.1975,,0.0,['Juristin'],15,239,44253,0,44253,0,79,5.266666666666667,1180,0,1180,0,48,3.2,379,0,379,0,1,0.06666666666666667,239,0,239,0,4,0.26666666666666666,176,0,176,0,0,0.0,696,0,696,0,1,0.06666666666666667
11003614,sascha,raabe,Dr.,Frankfurt/Main,10.06.1968,,1.0,['Bürgermeister a. D.'],27,237,44881,22,44903,0,159,5.888888888888889,1414,21,1435,0,78,2.888888888888889,619,0,619,0,6,0.2222222222222222,594,2,596,0,18,0.6666666666666666,280,0,280,0,1,0.037037037037037035,587,0,587,0,3,0.1111111111111111
11003620,albert,rupprecht,,Vohenstrauß,10.06.1968,,0.0,['Diplom-Volkswirt'],9,226,41609,5,41614,0,71,7.888888888888889,1117,156,1273,0,104,11.555555555555555,359,0,359,0,2,0.2222222222222222,227,2,229,0,15,1.6666666666666667,168,0,168,0,0,0.0,650,0,650,0,2,0.2222222222222222
11003624,axel,schaefer,,Frankfurt am Main,03.08.1952,,1.0,['Generalsekretär der Europäischen Bewegung Deutschland'],13,234,44334,5,44339,0,81,6.230769230769231,1402,10,1412,0,30,2.3076923076923075,607,0,607,0,2,0.15384615384615385,583,1,584,0,5,0.38461538461538464,274,0,274,0,0,0.0,580,0,580,0,0,0.0
11003625,andreas,scheuer,,Passau,26.09.1974,,0.0,['M.A.'],138,239,44253,0,44253,0,198,1.434782608695652,1180,10,1190,0,257,1.8623188405797102,379,0,379,0,12,0.08695652173913043,239,1,240,0,26,0.18840579710144928,176,0,176,0,4,0.028985507246376812,696,0,696,0,10,0.07246376811594203
11003630,swen,schulz,,Hamburg,01.03.1968,,1.0,"['Redaktionsdirektor', 'Diplom-Politologe']",9,239,45205,6,45211,0,100,11.11111111111111,1433,71,1504,0,42,4.666666666666667,622,0,622,0,0,0.0,594,2,596,0,5,0.5555555555555556,280,0,280,0,0,0.0,593,0,593,0,5,0.5555555555555556
11003631,uwe,schummer,,Adelaide,14.11.1957,,0.0,"['Groß-', 'Außenhandelskaufmann']",25,236,43489,33,43522,0,107,4.28,1154,52,1206,0,53,2.12,376,0,376,0,2,0.08,230,3,233,0,6,0.24,176,0,176,0,0,0.0,691,0,691,0,6,0.24
11003636,thomas,silberhorn,,Kemmern / Lkr. Bamberg,12.11.1968,,0.0,['Rechtsanwalt'],24,238,44127,0,44127,0,51,2.125,1175,1,1176,0,14,0.5833333333333334,376,0,376,0,0,0.0,238,0,238,0,1,0.041666666666666664,176,0,176,0,0,0.0,695,0,695,0,0,0.0
11003638,jens,spahn,,Ahaus,16.05.1980,,0.0,['Bankkaufmann'],195,232,42702,2,42704,0,383,1.964102564102564,1130,14,1144,0,210,1.0769230769230769,363,0,363,0,8,0.041025641025641026,224,0,224,0,44,0.22564102564102564,170,0,170,0,4,0.020512820512820513,672,0,672,0,6,0.03076923076923077
11003639,christian,stetten,,Stuttgart,24.07.1970,,0.0,['Dipl.-Betriebswirt (FH)'],4,238,43956,4,43960,0,28,7.0,1171,19,1190,0,38,9.5,376,0,376,0,0,0.0,235,0,235,0,3,0.75,174,0,174,0,0,0.0,687,1,688,0,2,0.5
11003643,gero,storjohann,,Bad Segeberg,12.02.1958,29.01.2023,0.0,['Dipl.-Betriebswirt (FH)'],17,236,43751,9,43760,0,78,4.588235294117647,1167,4,1171,0,57,3.3529411764705883,368,0,368,0,3,0.17647058823529413,239,0,239,0,1,0.058823529411764705,176,0,176,0,1,0.058823529411764705,692,0,692,0,4,0.23529411764705882
11003645,michaela,tadjadod,,Düsseldorf,24.12.1959,,0.0,"['Vizepräsidentin DBT a. D.', 'Rechtsanwältin', 'Parl. Geschäftsführerin']",7,239,44253,0,44253,0,42,6.0,1180,0,1180,0,11,1.5714285714285714,379,0,379,0,0,0.0,239,0,239,0,1,0.14285714285714285,176,0,176,0,0,0.0,696,0,696,0,2,0.2857142857142857
11003646,antje,tillmann,,Düsseldorf,28.08.1964,,0.0,"['Dipl. Finanzwirtin', 'Steuerberaterin']",26,236,43737,25,43762,0,159,6.115384615384615,1165,29,1194,0,107,4.115384615384615,374,0,374,0,3,0.11538461538461539,233,1,234,0,5,0.19230769230769232,170,0,170,0,1,0.038461538461538464,682,0,682,0,1,0.038461538461538464
11003650,volkmar,vogel,,Gera,18.01.1959,,0.0,"['Zerspaner', 'Dipl.-Ingenieur (FH)', 'Parl. Staatssekretär']",9,238,44084,2,44086,0,39,4.333333333333333,1178,8,1186,0,24,2.6666666666666665,378,0,378,0,0,0.0,239,0,239,0,1,0.1111111111111111,176,0,176,0,0,0.0,695,0,695,0,1,0.1111111111111111
11003655,marco,wanderwitz,,Chemnitz,10.10.1975,,0.0,['Rechtsanwalt'],12,239,44253,0,44253,0,35,2.9166666666666665,1180,0,1180,0,40,3.3333333333333335,379,0,379,0,2,0.16666666666666666,239,0,239,0,9,0.75,176,0,176,0,0,0.0,696,0,696,0,1,0.08333333333333333
11003658,ingo,wellenreuther,,Karlsruhe,16.12.1959,,0.0,['Vorsitzender Richter am Landgericht a. D.'],5,226,41735,3,41738,0,21,4.2,1108,2,1110,0,9,1.8,348,0,348,0,1,0.2,230,0,230,0,3,0.6,171,0,171,0,0,0.0,638,0,638,0,1,0.2
11003706,artur,auernhammer,,Oberhochstatt,09.03.1963,,0.0,"['Landwirtschaftsmeister', 'staatlich geprüfter Landwirt']",35,232,42616,15,42631,0,175,5.0,1128,37,1165,0,134,3.8285714285714287,370,1,371,1,1,0.02857142857142857,230,1,231,0,11,0.3142857142857143,171,0,171,0,0,0.0,674,2,676,0,11,0.3142857142857143
11003710,baerbel,kofler,Dr.,Freilassing,24.05.1967,,1.0,"['Sprachwissenschaftlerin', 'Bankkauffrau', 'Dipl.-Informatikerin (FH)']",8,235,44535,4,44539,0,56,7.0,1411,5,1416,0,8,1.0,614,0,614,0,0,0.0,586,0,586,0,0,0.0,274,0,274,0,0,0.0,585,0,585,0,1,0.125
11003714,monika,lazar,,Leipzig,13.09.1967,,2.0,"['Bäckerin', 'Betriebswirtin']",18,239,31632,4,31636,0,121,6.722222222222222,953,85,1038,0,41,2.2777777777777777,590,0,590,0,1,0.05555555555555555,698,5,703,0,1,0.05555555555555555,291,0,291,0,0,0.0,372,1,373,0,2,0.1111111111111111
11003715,lars,klingbeil,,Soltau,23.02.1978,,1.0,['Politikwissenschaftler'],4,235,44531,1,44532,0,37,9.25,1412,0,1412,0,33,8.25,613,0,613,0,0,0.0,591,0,591,0,1,0.25,276,0,276,0,0,0.0,585,0,585,0,1,0.25
11003732,niels,annen,,Hamburg,06.04.1973,,1.0,"['Historiker', 'Politikwissenschaftler', 'Staatsminister']",28,226,42549,1,42550,0,130,4.642857142857143,1328,5,1333,0,60,2.142857142857143,585,1,586,1,1,0.03571428571428571,568,0,568,0,4,0.14285714285714285,263,0,263,0,0,0.0,543,0,543,0,1,0.03571428571428571
11003734,thomas,bareiss,,Albstadt,15.02.1975,,0.0,['Dipl.-Betriebswirt (BA)'],12,238,43957,3,43960,0,53,4.416666666666667,1178,5,1183,0,39,3.25,376,0,376,0,0,0.0,239,0,239,0,4,0.3333333333333333,175,0,175,0,0,0.0,694,0,694,0,1,0.08333333333333333
11003740,heidrun,bluhm,,Schwerin,18.01.1958,,5.0,"['Bauzeichnerin', 'Gesellschaftswissenschaftlerin']",31,223,27558,0,27558,0,253,8.161290322580646,1055,3,1058,0,62,2.0,401,0,401,0,1,0.03225806451612903,600,0,600,0,1,0.03225806451612903,239,0,239,0,0,0.0,203,0,203,0,4,0.12903225806451613
11003742,michael,brand,,Fulda,19.11.1973,,0.0,"['Angestellter', 'Pressesprecher']",38,233,43054,47,43101,0,209,5.5,1146,503,1649,0,75,1.9736842105263157,358,9,367,9,5,0.13157894736842105,232,9,241,0,8,0.21052631578947367,173,1,174,0,2,0.05263157894736842,663,0,663,0,2,0.05263157894736842
11003744,martin,burkert,,Würzburg,14.10.1964,,1.0,['Gewerkschaftssekretär'],9,232,43747,2,43749,0,41,4.555555555555555,1350,21,1371,0,22,2.4444444444444446,608,0,608,0,2,0.2222222222222222,577,0,577,0,0,0.0,269,0,269,0,0,0.0,571,0,571,0,0,0.0
11003746,sevim,dağdelen,,Duisburg,04.09.1975,,5.0,['Journalistin'],52,223,27828,6,27834,0,321,6.173076923076923,1062,98,1160,0,137,2.6346153846153846,409,0,409,0,3,0.057692307692307696,620,7,627,0,6,0.11538461538461539,242,1,243,0,0,0.0,211,1,212,0,1,0.019230769230769232
11003753,klaus,ernst,,München,01.11.1954,,5.0,"['Gewerkschaftssekretär', 'Diplom-Volkswirt', 'Diplom-Sozialökonom']",48,238,29893,24,29917,0,258,5.375,1154,76,1230,0,173,3.6041666666666665,440,1,441,1,6,0.125,664,11,675,0,9,0.1875,259,0,259,0,3,0.0625,229,1,230,0,17,0.3541666666666667
11003755,sigmar,gabriel,,Goslar,12.09.1959,,1.0,"['Bundesminister des Auswärtigen a. D.', 'Gymnasiallehrer']",4,236,44681,0,44681,0,37,9.25,1422,2,1424,0,14,3.5,615,0,615,0,0,0.0,587,0,587,0,2,0.5,280,0,280,0,0,0.0,583,1,584,0,0,0.0
11003756,kai,gehring,,Mülheim / Ruhr,26.12.1977,,2.0,['Dipl.-Sozialwissenschaftler'],64,238,31528,79,31607,0,508,7.9375,952,421,1373,0,181,2.828125,589,13,602,12,5,0.078125,696,35,731,0,14,0.21875,291,1,292,0,1,0.015625,371,2,373,0,4,0.0625
11003758,martin,gerster,,Biberach an der Riß,30.08.1971,,1.0,"['Politikwissenschaftler', 'Redakteur']",10,231,43582,7,43589,0,105,10.5,1383,2,1385,0,26,2.6,612,0,612,0,2,0.2,559,0,559,0,5,0.5,274,0,274,0,0,0.0,566,0,566,0,0,0.0
11003761,monika,gruetters,Prof.,Münster / Westfalen,09.01.1962,,0.0,,12,238,44064,0,44064,0,64,5.333333333333333,1178,1,1179,0,8,0.6666666666666666,372,0,372,0,0,0.0,238,0,238,0,0,0.0,175,0,175,0,0,0.0,695,0,695,0,0,0.0
11003763,heike,haensel,,Stuttgart,01.01.1966,,5.0,['Ernährungswissenschaftlerin'],59,229,28703,48,28751,0,377,6.389830508474576,1097,420,1517,0,204,3.457627118644068,422,3,425,3,3,0.05084745762711865,638,61,699,0,13,0.22033898305084745,246,1,247,0,1,0.01694915254237288,214,0,214,0,2,0.03389830508474576
11003764,britta,hasselmann,,Straelen / Niederrhein,10.12.1961,,2.0,['Dipl.-Sozialarbeiterin'],86,236,31293,125,31418,0,517,6.011627906976744,938,1390,2328,0,317,3.686046511627907,582,3,585,2,12,0.13953488372093023,689,33,722,0,26,0.3023255813953488,288,0,288,0,6,0.06976744186046512,370,0,370,0,6,0.06976744186046512
11003772,anton,hofreiter,Dr.,München,02.02.1970,,2.0,['Biologe'],31,233,30670,33,30703,0,369,11.903225806451612,930,241,1171,0,242,7.806451612903226,582,9,591,7,26,0.8387096774193549,679,18,697,0,17,0.5483870967741935,279,0,279,0,7,0.22580645161290322,368,0,368,0,6,0.1935483870967742
11003780,andreas,jung,,Freiburg / Breisgau,13.05.1975,,0.0,['Rechtsanwalt'],35,228,42268,9,42277,0,251,7.171428571428572,1121,1,1122,0,153,4.371428571428571,368,0,368,0,4,0.11428571428571428,229,0,229,0,14,0.4,171,0,171,0,3,0.08571428571428572,669,0,669,0,1,0.02857142857142857
11003782,josip,juratovic,,Koprivnica,15.01.1959,,1.0,['KfZ Mechaniker'],19,219,40837,24,40861,0,113,5.947368421052632,1299,2,1301,0,18,0.9473684210526315,580,0,580,0,1,0.05263157894736842,533,0,533,0,1,0.05263157894736842,263,0,263,0,1,0.05263157894736842,524,0,524,0,3,0.15789473684210525
11003784,alois,karl,,Neumarkt,22.11.1950,,0.0,"['Oberbürgermeister a. D.', 'Rechtsanwalt']",23,239,44253,3,44256,0,129,5.608695652173913,1180,12,1192,0,77,3.347826086956522,379,0,379,0,4,0.17391304347826086,239,0,239,0,5,0.21739130434782608,176,0,176,0,0,0.0,696,0,696,0,40,1.7391304347826086
11003786,katja,kipping,,Dresden,18.01.1978,,5.0,['Literaturwissenschaftlerin'],25,236,29629,11,29640,0,210,8.4,1144,83,1227,0,125,5.0,440,0,440,0,3,0.12,653,15,668,0,7,0.28,255,1,256,0,1,0.04,230,0,230,0,1,0.04
11003789,jens,koeppen,,Zeitz,27.09.1962,,0.0,"['Elektromeister', 'Unternehmer']",27,236,43632,11,43643,0,163,6.037037037037037,1171,35,1206,0,238,8.814814814814815,376,0,376,0,3,0.1111111111111111,239,0,239,0,13,0.48148148148148145,176,0,176,0,7,0.25925925925925924,685,0,685,0,1,0.037037037037037035
11003790,jan,korte,,Osnabrück,05.04.1977,,5.0,['Politikwissenschaftler M. A.'],28,221,28246,20,28266,0,291,10.392857142857142,1096,643,1739,0,161,5.75,422,1,423,1,8,0.2857142857142857,632,22,654,0,27,0.9642857142857143,241,0,241,0,0,0.0,213,1,214,0,2,0.07142857142857142
11003792,sylvia,kotting-uhl,,Karlsruhe,29.12.1952,,2.0,['Dozentin'],26,234,31072,63,31135,0,136,5.230769230769231,941,189,1130,0,82,3.1538461538461537,584,1,585,1,3,0.11538461538461539,693,30,723,0,7,0.2692307692307692,289,2,291,0,1,0.038461538461538464,370,0,370,0,1,0.038461538461538464
11003796,andreas,laemmel,,Falkenstein / Vogtland,19.04.1959,,0.0,"['Konditor', 'Diplom-Ingenieur (FH)']",25,233,42908,18,42926,0,141,5.64,1149,15,1164,0,150,6.0,371,0,371,0,7,0.28,228,2,230,0,18,0.72,172,1,173,0,6,0.24,677,0,677,0,5,0.2
11003797,karl,lauterbach,Prof. Dr.,Düren,21.02.1963,,1.0,['Universitätsprofessor'],33,228,43250,9,43259,0,200,6.0606060606060606,1372,33,1405,0,95,2.878787878787879,608,0,608,0,9,0.2727272727272727,556,0,556,0,9,0.2727272727272727,273,0,273,0,1,0.030303030303030304,581,0,581,0,2,0.06060606060606061
11003799,paul,lehrieder,,Ochsenfurt,20.11.1959,,0.0,"['Rechtsanwalt', 'Altbürgermeister']",32,239,44253,20,44273,0,128,4.0,1180,57,1237,0,174,5.4375,379,0,379,0,2,0.0625,239,1,240,0,12,0.375,176,1,177,0,0,0.0,696,1,697,0,26,0.8125
11003800,michael,leutert,,Schlema,08.08.1974,,5.0,['Diplom-Soziologe'],28,235,29358,5,29363,0,186,6.642857142857143,1146,19,1165,0,123,4.392857142857143,428,0,428,0,1,0.03571428571428571,658,2,660,0,4,0.14285714285714285,254,0,254,0,1,0.03571428571428571,223,0,223,0,8,0.2857142857142857
11003802,michael,link,,Heilbronn / Neckar,06.02.1963,,3.0,['Übersetzer'],32,230,27036,82,27118,0,213,6.65625,1016,69,1085,0,41,1.28125,292,0,292,0,1,0.03125,233,2,235,0,4,0.125,105,0,105,0,0,0.0,399,0,399,0,2,0.0625
11003804,katja,mast,,Offenburg,04.02.1971,,1.0,"['Referentin für Personalstrategie', 'Bankkauffrau']",39,230,43506,26,43532,0,288,7.384615384615385,1386,107,1493,0,118,3.0256410256410255,592,0,592,0,4,0.10256410256410256,577,13,590,0,6,0.15384615384615385,270,0,270,0,1,0.02564102564102564,563,2,565,0,2,0.05128205128205128
11003809,matthias,miersch,Dr.,Hannover,19.12.1968,,1.0,['Volljurist'],33,239,45205,9,45214,0,285,8.636363636363637,1433,31,1464,0,208,6.303030303030303,622,0,622,0,7,0.21212121212121213,594,2,596,0,22,0.6666666666666666,280,0,280,0,2,0.06060606060606061,593,0,593,0,3,0.09090909090909091
11003815,carsten,mueller,,Braunschweig,08.05.1970,,0.0,"['Bankkaufmann', 'Rechtsanwalt']",42,237,43907,8,43915,0,196,4.666666666666667,1174,148,1322,0,279,6.642857142857143,375,0,375,0,6,0.14285714285714285,238,5,243,0,24,0.5714285714285714,176,0,176,0,6,0.14285714285714285,691,0,691,0,5,0.11904761904761904
11003816,detlef,mueller,,Karl-Marx-Stadt,20.08.1964,,1.0,['Lokomotivführer'],14,228,43159,12,43171,0,88,6.285714285714286,1373,52,1425,0,41,2.9285714285714284,596,0,596,0,3,0.21428571428571427,552,4,556,0,9,0.6428571428571429,265,0,265,0,1,0.07142857142857142,558,0,558,0,4,0.2857142857142857
11003820,thomas,oppermann,,Freekenhorst,27.04.1954,25.10.2020,1.0,"['Vizepräsident DBT', 'Jurist', 'Landesminister a. D.']",6,237,44839,0,44839,0,31,5.166666666666667,1420,0,1420,0,9,1.5,618,0,618,0,0,0.0,584,0,584,0,0,0.0,279,0,279,0,1,0.16666666666666666,589,0,589,0,2,0.3333333333333333
11003821,henning,otte,,Celle,27.10.1968,,0.0,"['Prokurist', 'Jurist']",45,237,43910,19,43929,0,192,4.266666666666667,1169,287,1456,0,134,2.977777777777778,375,0,375,0,4,0.08888888888888889,238,4,242,0,14,0.3111111111111111,176,1,177,0,4,0.08888888888888889,691,0,691,0,4,0.08888888888888889
11003825,mechthild,rawert,,Coesfeld,03.11.1957,,1.0,['Dipl.-Pädagogin'],13,239,45205,59,45264,0,77,5.923076923076923,1433,141,1574,0,51,3.923076923076923,622,8,630,7,0,0.0,594,38,632,0,2,0.15384615384615385,280,1,281,0,0,0.0,593,2,595,0,2,0.15384615384615385
11003826,eckhardt,rehberg,,Ribnitz- Damgarten,03.04.1954,,0.0,['Dipl.-Ingenieur für Informationsverarbeitung'],51,229,42451,23,42474,0,417,8.176470588235293,1112,84,1196,0,399,7.823529411764706,362,2,364,2,20,0.39215686274509803,230,5,235,0,27,0.5294117647058824,169,1,170,0,3,0.058823529411764705,666,2,668,0,8,0.1568627450980392
11003830,soenke,rix,,Eckernförde,03.12.1975,,1.0,['Erzieher'],26,230,43423,40,43463,0,186,7.153846153846154,1376,96,1472,0,79,3.0384615384615383,603,0,603,0,1,0.038461538461538464,572,9,581,0,12,0.46153846153846156,275,0,275,0,1,0.038461538461538464,563,0,563,0,0,0.0
11003832,johannes,roering,,Vreden,16.05.1959,,0.0,['selbstständiger Landwirt'],9,233,43043,0,43043,0,47,5.222222222222222,1148,1,1149,0,37,4.111111111111111,362,0,362,0,1,0.1111111111111111,228,0,228,0,8,0.8888888888888888,171,0,171,0,0,0.0,679,0,679,0,1,0.1111111111111111
